cliente_id,idade,renda_mensal,gasto_mensal,frequencia_compra,ticket_medio,tempo_cliente_anos,score_engajamento,canal,regiao,plano,data_cadastro,segmento_latente
1501,31.0,6233.38,936.67,5.6,167.19,5.6,22.0,Site,Sudeste,Premium,2023-07-16,Tradicional
1502,48.0,7436.78,3579.76,4.9,728.09,6.8,18.5,Marketplace,Nordeste,Premium,2025-09-10,Alto valor
1503,22.0,6262.99,1374.11,8.7,158.59,8.3,40.6,Loja física,Sudeste,Básico,2023-07-06,Jovem digital
1504,49.0,5082.2,867.12,7.9,110.24,9.7,36.0,Loja física,Norte,Premium,2024-10-27,Tradicional
1505,52.0,13768.95,4800.72,9.3,515.24,6.7,27.8,Loja física,Sudeste,Básico,2023-10-28,Alto valor
1506,43.0,10921.31,1133.67,3.9,290.75,4.8,29.3,Aplicativo,Nordeste,Premium,2022-04-05,Tradicional
1507,48.0,4717.26,723.09,5.4,134.28,10.9,38.0,Aplicativo,Sudeste,Básico,2024-05-10,Tradicional
1508,37.0,7236.97,841.82,5.3,159.94,7.0,36.9,Aplicativo,Nordeste,Básico,2023-08-22,Tradicional
1509,27.0,4095.47,1363.65,10.1,135.27,2.1,34.7,Loja física,Centro-Oeste,Básico,2023-03-19,Jovem digital
1510,39.0,14423.3,1018.87,2.5,413.64,3.1,10.8,Site,Centro-Oeste,VIP,2025-12-06,Tradicional
1511,24.0,7436.67,1539.11,7.7,199.89,2.9,32.2,Aplicativo,Sul,Premium,2025-07-18,Jovem digital
1512,28.0,4611.22,1902.29,14.1,135.0,3.0,41.3,Marketplace,Sudeste,Básico,2023-04-09,Jovem digital
1513,40.0,6889.56,690.77,1.6,420.02,2.6,9.1,Aplicativo,Nordeste,Premium,2024-05-25,Tradicional
1514,38.0,6146.53,719.42,2.0,365.87,4.5,9.9,Loja física,Sul,Básico,2025-04-18,Tradicional
1515,37.0,15728.92,3587.17,5.5,646.69,4.8,10.8,Site,Sul,Básico,2022-03-31,Alto valor
1516,33.0,4951.55,1991.01,13.9,143.52,5.4,49.1,Site,Sudeste,Básico,2022-06-06,Jovem digital
1517,23.0,6390.4,1502.23,7.3,204.77,9.2,29.5,Aplicativo,Sudeste,Premium,2024-06-21,Jovem digital
1518,46.0,11137.9,4111.1,9.2,445.46,7.4,34.6,Loja física,Sudeste,VIP,2026-04-05,Alto valor
1519,32.0,4460.43,1559.19,11.3,137.62,5.9,44.0,Loja física,Nordeste,VIP,2026-03-31,Jovem digital
1520,29.0,4887.42,1674.56,11.5,145.49,7.1,53.2,Aplicativo,Sudeste,Básico,2024-01-22,Jovem digital
1521,19.0,4048.43,1224.87,7.5,162.44,4.2,20.9,Site,Sudeste,Básico,2025-03-23,Jovem digital
1522,57.0,5638.27,901.58,5.2,172.42,10.3,25.3,Site,Centro-Oeste,Premium,2024-04-01,Tradicional
1523,35.0,12692.04,2560.35,8.7,293.31,7.3,28.8,Site,Sul,Básico,2026-02-21,Alto valor
1524,36.0,9043.62,1091.02,6.8,160.32,7.1,22.3,Site,Centro-Oeste,Premium,2024-08-10,Tradicional
1525,51.0,6933.28,814.5,6.0,135.76,15.0,31.2,Site,Sudeste,VIP,2026-01-30,Tradicional
1526,28.0,3518.45,1886.54,14.2,133.24,7.9,50.4,Loja física,Sudeste,Básico,2023-08-31,Jovem digital
1527,34.0,3746.47,1490.66,8.6,173.02,4.1,35.4,Loja física,Sul,Básico,2026-04-06,Jovem digital
1528,48.0,7173.38,864.83,3.9,224.08,9.2,25.1,Aplicativo,Sudeste,Premium,2025-04-27,Tradicional
1529,22.0,5015.95,2049.17,14.4,141.84,3.3,38.8,Loja física,Nordeste,Premium,2025-07-07,Jovem digital
1530,31.0,2852.28,1795.98,11.5,156.26,7.2,53.5,Aplicativo,Sudeste,VIP,2022-01-25,Jovem digital
1531,23.0,4130.98,1760.95,14.5,121.16,2.1,53.6,Marketplace,Sul,Premium,2025-09-10,Jovem digital
1532,39.0,3420.82,1447.14,8.5,169.74,4.7,24.0,Site,Sudeste,Básico,2022-09-29,Jovem digital
1533,34.0,6127.41,963.17,4.9,197.3,7.4,33.3,Aplicativo,Sul,Premium,2026-04-15,Tradicional
1534,49.0,7455.27,1041.14,4.3,243.51,10.7,28.2,Loja física,Nordeste,Premium,2022-11-12,Tradicional
1535,47.0,5096.96,1203.42,11.2,106.98,9.3,43.7,Aplicativo,Sudeste,VIP,2025-10-13,Jovem digital
1536,39.0,6096.34,734.1,4.0,181.81,9.1,25.9,Loja física,Sudeste,Básico,2024-11-28,Tradicional
1537,61.0,22357.09,4654.89,7.7,605.92,10.7,35.7,Marketplace,Sul,Básico,2023-10-19,Alto valor
1538,55.0,6405.04,785.67,1.9,415.19,9.5,21.4,Loja física,Nordeste,Básico,2026-01-29,Tradicional
1539,56.0,6901.64,2684.14,6.4,422.64,8.1,30.3,Site,Sudeste,Básico,2023-10-12,Alto valor
1540,50.0,5568.24,814.74,3.5,232.64,10.4,20.2,Site,Sudeste,VIP,2022-04-17,Tradicional
1541,46.0,17841.15,3703.09,5.8,641.01,10.3,13.5,Site,Nordeste,VIP,2022-05-07,Alto valor
1542,31.0,4507.71,1458.35,13.3,109.6,6.0,51.4,Aplicativo,Sul,Básico,2025-11-26,Jovem digital
1543,23.0,6147.75,1584.66,7.2,220.32,5.0,24.6,Marketplace,Nordeste,VIP,2023-10-05,Jovem digital
1544,34.0,5343.65,1201.09,9.3,129.42,10.2,46.3,Aplicativo,Sudeste,Básico,2025-10-02,Jovem digital
1545,42.0,4407.42,725.56,3.3,221.96,7.5,22.7,Aplicativo,Centro-Oeste,Premium,2022-02-03,Tradicional
1546,30.0,3130.53,1525.26,12.7,120.19,6.3,42.9,Aplicativo,Sudeste,Premium,2022-05-09,Jovem digital
1547,35.0,4925.58,1736.02,13.6,127.21,7.8,58.4,Marketplace,Sudeste,Premium,2026-07-11,Jovem digital
1548,52.0,4417.91,671.11,4.8,140.37,8.5,26.2,Marketplace,Sul,Premium,2022-08-28,Tradicional
1549,26.0,4755.84,1634.85,12.6,129.89,3.7,43.5,Aplicativo,Sul,Premium,2025-02-23,Jovem digital
1550,26.0,3418.08,1593.68,13.7,115.96,6.5,47.9,Aplicativo,Sul,Premium,2023-08-09,Jovem digital
1551,22.0,3978.29,1107.76,6.6,166.79,5.0,39.4,Loja física,Sudeste,Básico,2024-04-16,Jovem digital
1552,42.0,5471.0,666.15,7.9,84.84,11.8,32.0,Site,Sudeste,Premium,2022-07-11,Tradicional
1553,31.0,7747.44,1852.91,13.7,135.32,8.0,48.1,Marketplace,Nordeste,Básico,2023-03-23,Jovem digital
1554,21.0,2868.26,1076.44,10.0,107.96,3.7,24.4,Marketplace,Sudeste,Básico,2025-06-21,Jovem digital
1555,23.0,3833.26,1461.79,10.7,136.05,7.0,46.4,Loja física,Nordeste,Premium,2024-06-14,Jovem digital
1556,34.0,5296.94,688.21,4.7,146.04,7.3,18.2,Aplicativo,Nordeste,Premium,2024-04-22,Tradicional
1557,62.0,16157.25,4136.78,4.8,866.74,12.9,26.1,Loja física,Sudeste,VIP,2026-04-29,Alto valor
1558,48.0,6260.52,1007.49,2.8,357.79,7.1,12.8,Marketplace,Nordeste,Básico,2023-11-18,Tradicional
1559,35.0,7925.09,1005.23,5.4,187.54,7.2,25.2,Site,Centro-Oeste,Básico,2025-09-05,Tradicional
1560,61.0,17953.31,4947.79,6.9,718.88,9.6,22.1,Marketplace,Nordeste,Básico,2025-04-27,Alto valor
1561,45.0,15805.99,3501.44,5.4,646.76,8.0,7.9,Site,Sudeste,Premium,2024-02-10,Alto valor
1562,44.0,7258.9,795.86,1.9,411.15,5.8,16.4,Marketplace,Sul,VIP,2023-05-05,Tradicional
1563,43.0,22590.97,4685.58,7.3,642.21,9.0,15.8,Loja física,Centro-Oeste,Premium,2023-08-16,Alto valor
1564,50.0,11188.15,3837.63,10.5,364.17,9.4,49.7,Aplicativo,Sul,Básico,2025-12-28,Alto valor
1565,48.0,18127.43,3797.91,6.0,634.03,11.2,43.9,Site,Sudeste,Premium,2023-05-27,Alto valor
1566,47.0,4673.47,763.56,3.0,252.83,8.1,17.5,Aplicativo,Sudeste,Básico,2024-12-29,Tradicional
1567,30.0,2956.52,1002.09,9.5,106.02,5.1,44.9,Site,Nordeste,VIP,2022-07-28,Jovem digital
1568,36.0,5412.81,1556.4,9.9,156.46,8.6,40.0,Marketplace,Nordeste,Premium,2023-08-03,Jovem digital
1569,33.0,5312.21,827.07,5.2,159.4,4.7,33.9,Aplicativo,Centro-Oeste,Básico,2026-04-12,Tradicional
1570,43.0,7002.07,807.02,5.1,156.98,10.2,24.0,Marketplace,Centro-Oeste,Premium,2024-06-21,Tradicional
1571,42.0,5719.74,852.32,5.4,157.33,10.0,9.3,Aplicativo,Sudeste,Premium,2025-10-07,Tradicional
1572,46.0,4564.11,686.91,3.2,214.53,10.9,22.0,Loja física,Sul,Básico,2023-03-10,Tradicional
1573,56.0,6804.11,826.26,4.3,194.0,10.1,38.5,Marketplace,Sudeste,Básico,2025-06-26,Tradicional
1574,41.0,22803.45,5040.31,8.4,601.96,6.3,37.0,Loja física,Sudeste,Premium,2026-07-05,Alto valor
1575,26.0,3623.77,1523.55,14.3,106.7,5.9,45.8,Marketplace,Sudeste,VIP,2026-03-27,Jovem digital
1576,28.0,4931.92,1381.79,9.1,151.05,6.7,38.1,Marketplace,Centro-Oeste,Premium,2023-12-30,Jovem digital
1577,51.0,9122.51,3283.38,8.5,386.03,7.3,42.1,Site,Sudeste,Básico,2025-02-13,Alto valor
1578,50.0,15172.0,4814.62,8.5,565.21,11.6,38.7,Loja física,Sul,Premium,2026-02-08,Alto valor
1579,41.0,13444.38,4259.73,9.3,456.4,8.7,59.5,Aplicativo,Sudeste,Básico,2025-09-22,Alto valor
1580,52.0,36204.92,7954.77,9.2,862.0,6.7,31.6,Site,Sudeste,Básico,2026-06-24,Alto valor
1581,47.0,10916.97,3768.78,7.4,511.27,12.5,45.1,Aplicativo,Sul,Básico,2022-02-22,Alto valor
1582,29.0,4702.03,1324.1,10.5,126.54,6.2,44.9,Loja física,Sudeste,Básico,2024-06-14,Jovem digital
1583,43.0,8078.0,776.27,6.5,119.18,5.1,20.1,Loja física,Sudeste,Básico,2025-08-16,Tradicional
1584,31.0,3500.42,1379.0,12.2,113.29,4.3,38.3,Site,Sul,Básico,2025-05-05,Jovem digital
1585,57.0,5733.81,884.01,5.3,166.12,12.7,39.4,Marketplace,Nordeste,Básico,2022-09-14,Tradicional
1586,43.0,14654.33,3788.28,7.5,507.35,11.8,37.8,Aplicativo,Nordeste,Premium,2024-08-14,Alto valor
1587,25.0,5734.2,1551.08,9.5,163.21,7.8,40.6,Marketplace,Centro-Oeste,Básico,2022-10-04,Jovem digital
1588,47.0,4274.68,467.73,5.9,78.81,11.1,18.1,Aplicativo,Sudeste,Básico,2022-06-03,Tradicional
1589,30.0,3643.96,1073.13,11.0,97.37,8.9,49.0,Aplicativo,Sudeste,Básico,2022-07-06,Jovem digital
1590,28.0,5444.63,1235.86,9.0,137.58,7.1,37.8,Site,Sudeste,Premium,2026-05-12,Jovem digital
1591,29.0,4803.66,1497.13,4.9,304.63,6.8,22.4,Aplicativo,Norte,Premium,2023-03-31,Jovem digital
1592,30.0,5105.01,1041.9,10.6,97.91,7.3,43.6,Loja física,Sudeste,Básico,2024-02-03,Jovem digital
1593,54.0,12518.28,3778.95,9.1,415.82,10.6,36.8,Loja física,Sudeste,Premium,2023-03-05,Alto valor
1594,46.0,5151.58,584.44,6.6,89.15,6.3,22.5,Loja física,Norte,Premium,2026-02-03,Tradicional
1595,65.0,30697.89,7417.84,11.3,658.46,11.9,46.2,Aplicativo,Norte,Premium,2026-01-26,Alto valor
1596,43.0,9223.61,664.87,4.8,137.74,11.1,24.0,Aplicativo,Sudeste,Básico,2025-01-01,Tradicional
1597,35.0,5761.26,1251.27,10.9,114.57,6.2,57.6,Aplicativo,Nordeste,Básico,2025-10-17,Jovem digital
1598,24.0,2522.28,1067.63,13.4,79.9,4.7,53.0,Site,Sudeste,Básico,2022-06-25,Jovem digital
1599,51.0,11450.9,3391.02,5.1,658.89,9.7,19.4,Aplicativo,Sul,Básico,2026-07-30,Alto valor
1600,25.0,5310.99,1117.28,7.8,142.67,4.0,44.6,Aplicativo,Sul,Básico,2023-11-29,Jovem digital
1601,32.0,7456.3,4331.67,11.6,373.54,3.3,35.3,Loja física,Norte,VIP,2023-11-01,Alto valor
1602,27.0,3334.8,1475.47,10.3,143.89,8.4,41.1,Marketplace,Sudeste,Básico,2022-11-24,Jovem digital
1603,40.0,6980.3,725.5,5.0,145.77,6.2,29.6,Loja física,Nordeste,Básico,2026-01-06,Tradicional
1604,45.0,16476.13,4339.78,6.0,717.77,8.0,12.0,Aplicativo,Sudeste,VIP,2022-10-12,Alto valor
1605,25.0,4352.49,1601.09,14.5,110.73,4.1,46.3,Site,Sul,Premium,2025-12-05,Jovem digital
1606,32.0,2542.93,1198.09,9.8,121.95,9.2,36.0,Aplicativo,Nordeste,Básico,2025-04-10,Jovem digital
1607,62.0,8011.4,3716.05,7.8,475.95,12.0,39.4,Site,Nordeste,VIP,2025-07-14,Alto valor
1608,23.0,3957.01,1476.06,11.8,124.78,4.7,44.1,Site,Centro-Oeste,Básico,2022-02-20,Jovem digital
1609,57.0,7436.08,896.73,7.4,121.34,6.6,29.4,Marketplace,Nordeste,Básico,2025-05-19,Tradicional
1610,38.0,6074.41,772.24,2.9,265.04,6.3,15.3,Site,Nordeste,Básico,2026-06-04,Tradicional
1611,25.0,3479.83,1172.8,12.2,95.77,6.8,53.4,Aplicativo,Sudeste,Básico,2023-10-22,Jovem digital
1612,50.0,5631.08,777.9,7.1,109.77,9.0,34.4,Site,Norte,Premium,2024-01-23,Tradicional
1613,49.0,6859.75,902.33,6.3,142.35,8.6,29.7,Marketplace,Sul,Básico,2022-07-07,Tradicional
1614,19.0,5570.84,1670.11,10.8,154.92,5.2,39.8,Aplicativo,Sudeste,Premium,2024-03-29,Jovem digital
1615,54.0,11711.78,3730.42,6.2,604.57,10.7,46.0,Loja física,Sul,Básico,2025-01-31,Alto valor
1616,25.0,5459.1,1697.92,10.6,160.87,5.5,39.6,Aplicativo,Sudeste,VIP,2023-05-16,Jovem digital
1617,29.0,4552.69,1419.57,10.1,141.04,7.0,34.5,Aplicativo,Sul,Básico,2025-05-24,Jovem digital
1618,54.0,6395.13,848.1,6.0,142.39,6.7,10.6,Marketplace,Sudeste,VIP,2022-05-24,Tradicional
1619,50.0,26037.6,6085.75,10.4,584.97,14.4,37.0,Aplicativo,Sudeste,Básico,2025-02-01,Alto valor
1620,28.0,3450.64,1381.01,10.6,130.68,5.2,34.2,Loja física,Centro-Oeste,Premium,2024-09-10,Jovem digital
1621,31.0,5180.32,1514.11,8.2,184.04,6.7,31.9,Aplicativo,Centro-Oeste,Premium,2023-01-20,Jovem digital
1622,43.0,4834.15,1082.52,7.4,146.18,9.0,28.6,Site,Sul,Premium,2023-07-31,Tradicional
1623,51.0,18818.95,5499.78,9.5,576.81,7.7,40.6,Site,Norte,Básico,2023-02-06,Alto valor
1624,31.0,2896.0,1857.72,16.0,115.93,6.2,51.0,Loja física,Sudeste,Premium,2024-11-09,Jovem digital
1625,24.0,3148.07,1337.66,12.3,109.09,5.4,36.0,Loja física,Sudeste,Premium,2024-11-30,Jovem digital
1626,47.0,8124.01,645.04,4.0,162.05,6.0,24.0,Loja física,Centro-Oeste,Premium,2024-07-18,Tradicional
1627,29.0,3617.33,1082.6,11.4,95.25,7.0,53.4,Site,Sul,Premium,2022-11-21,Jovem digital
1628,26.0,5130.85,1400.49,12.5,111.91,1.8,30.8,Aplicativo,Nordeste,VIP,2022-12-29,Jovem digital
1629,21.0,4218.58,1582.79,12.4,127.62,9.1,50.0,Site,Sudeste,VIP,2025-09-17,Jovem digital
1630,40.0,7107.49,994.53,7.7,129.09,9.1,18.8,Site,Sudeste,Básico,2024-02-11,Tradicional
1631,31.0,6908.57,758.8,8.7,87.43,7.7,23.5,Aplicativo,Sudeste,Básico,2023-12-30,Tradicional
1632,49.0,13952.0,4081.31,8.2,498.22,4.4,25.2,Marketplace,Norte,Básico,2023-05-31,Alto valor
1633,53.0,6667.45,893.99,7.3,122.48,7.1,39.4,Aplicativo,Sudeste,Premium,2026-04-05,Tradicional
1634,41.0,5317.73,639.93,1.7,370.06,10.6,11.7,Aplicativo,Sul,VIP,2023-02-05,Tradicional
1635,63.0,17368.97,4450.57,9.4,474.8,18.0,43.2,Marketplace,Sudeste,Básico,2025-07-09,Alto valor
1636,42.0,8733.75,1355.89,8.6,157.38,10.3,38.5,Site,Nordeste,Básico,2025-07-10,Tradicional
1637,50.0,6568.91,687.65,5.4,127.87,10.9,29.6,Loja física,Sudeste,Básico,2023-02-11,Tradicional
1638,39.0,10459.12,3328.43,8.1,410.94,8.4,28.1,Aplicativo,Nordeste,Básico,2022-01-20,Alto valor
1639,20.0,4156.34,1087.74,10.2,106.6,2.9,50.0,Site,Sul,VIP,2023-02-22,Jovem digital
1640,41.0,5903.33,886.54,3.9,227.9,9.7,21.2,Site,Sudeste,Premium,2023-03-26,Tradicional
1641,29.0,3582.51,659.61,5.0,131.77,3.4,20.0,Aplicativo,Sudeste,Básico,2025-05-30,Tradicional
1642,29.0,3611.68,1203.16,8.7,138.21,3.2,26.7,Loja física,Sudeste,Básico,2024-06-06,Jovem digital
1643,40.0,10351.42,978.49,4.4,221.56,4.4,22.1,Aplicativo,Nordeste,Básico,2023-12-21,Tradicional
1644,39.0,3977.1,1615.73,12.4,130.4,9.5,58.4,Aplicativo,Nordeste,Premium,2024-03-07,Jovem digital
1645,31.0,4554.61,1482.94,11.5,129.12,6.0,55.0,Aplicativo,Sudeste,Premium,2026-05-12,Jovem digital
1646,39.0,7166.79,1221.42,8.7,141.18,7.5,28.8,Aplicativo,Sul,Básico,2026-04-21,Tradicional
1647,29.0,5337.28,1293.43,8.8,146.53,5.9,42.4,Aplicativo,Sudeste,Básico,2022-02-12,Jovem digital
1648,56.0,24141.77,5114.06,6.5,791.86,6.6,31.7,Loja física,Centro-Oeste,VIP,2025-11-11,Alto valor
1649,64.0,15469.24,4694.61,11.6,403.08,8.7,53.1,Site,Norte,Premium,2023-08-28,Alto valor
1650,51.0,13603.04,4738.82,9.9,479.39,7.2,37.5,Aplicativo,Nordeste,Premium,2025-06-10,Alto valor
1651,22.0,3805.31,1489.62,13.3,112.11,1.9,40.6,Site,Sudeste,Básico,2026-07-05,Jovem digital
1652,25.0,5572.01,1591.15,13.8,115.65,4.3,53.9,Aplicativo,Sudeste,VIP,2024-05-09,Jovem digital
1653,28.0,2994.3,1186.34,8.8,135.41,3.4,38.0,Site,Norte,Premium,2024-11-09,Jovem digital
1654,27.0,3203.87,970.65,9.2,105.39,7.1,48.7,Marketplace,Sudeste,VIP,2023-12-19,Jovem digital
1655,52.0,7991.72,2017.89,6.0,337.62,10.3,31.9,Loja física,Nordeste,Básico,2022-05-05,Alto valor
1656,47.0,3784.76,950.85,5.1,188.02,5.2,20.6,Loja física,Centro-Oeste,Básico,2022-03-03,Tradicional
1657,35.0,2533.07,1098.56,11.7,93.53,6.1,22.8,Aplicativo,Nordeste,Básico,2023-08-26,Jovem digital
1658,41.0,14465.11,4589.84,10.5,438.94,11.6,32.5,Aplicativo,Sul,Premium,2025-10-05,Alto valor
1659,23.0,5116.62,944.08,5.4,175.13,3.1,16.7,Loja física,Sul,Premium,2023-07-25,Jovem digital
1660,23.0,4293.12,1344.37,10.5,128.12,6.2,30.1,Site,Centro-Oeste,Básico,2023-12-22,Jovem digital
1661,26.0,4226.43,1523.74,12.4,123.38,5.9,50.6,Site,Sudeste,VIP,2024-06-07,Jovem digital
1662,42.0,7332.57,815.12,6.5,125.65,10.0,21.0,Marketplace,Centro-Oeste,VIP,2023-06-21,Tradicional
1663,49.0,21755.36,5712.81,5.8,985.91,9.0,24.2,Aplicativo,Sudeste,Básico,2024-03-30,Alto valor
1664,20.0,3812.87,1696.97,8.6,196.76,3.9,26.9,Loja física,Nordeste,Premium,2024-10-11,Jovem digital
1665,45.0,12778.72,3758.26,7.3,517.77,8.1,41.1,Site,Centro-Oeste,Premium,2025-11-24,Alto valor
1666,47.0,14375.52,3285.62,1.0,3285.62,8.3,8.1,Aplicativo,Sul,Básico,2025-06-14,Alto valor
1667,49.0,20913.44,5220.54,10.6,491.66,8.2,45.3,Aplicativo,Sudeste,Premium,2025-09-29,Alto valor
1668,31.0,3085.29,1310.57,12.9,101.45,3.2,44.2,Site,Sudeste,Básico,2024-05-24,Jovem digital
1669,21.0,3987.32,1651.38,14.5,113.88,7.9,60.2,Aplicativo,Nordeste,VIP,2025-03-14,Jovem digital
1670,59.0,11804.2,3587.69,10.1,355.37,12.1,51.6,Loja física,Sul,Premium,2022-09-08,Alto valor
1671,28.0,4462.71,1584.67,12.7,125.23,3.5,41.9,Loja física,Sudeste,VIP,2022-09-04,Jovem digital
1672,38.0,8464.61,945.73,8.1,116.51,6.4,18.4,Site,Centro-Oeste,Premium,2026-03-21,Tradicional
1673,29.0,7550.38,809.85,4.4,183.89,5.5,18.0,Site,Centro-Oeste,Básico,2024-10-07,Tradicional
1674,30.0,3696.16,1294.98,10.3,125.39,3.4,34.9,Site,Centro-Oeste,Básico,2022-07-08,Jovem digital
1675,59.0,15145.03,3341.76,5.5,604.44,5.3,25.3,Site,Sul,Premium,2023-11-13,Alto valor
1676,50.0,10450.33,3389.83,4.9,695.29,7.0,17.1,Loja física,Norte,Básico,2026-06-10,Alto valor
1677,49.0,5820.35,822.77,5.5,148.82,7.6,34.9,Aplicativo,Centro-Oeste,Premium,2022-02-05,Tradicional
1678,49.0,7793.01,619.26,1.0,619.26,5.0,9.2,Marketplace,Sudeste,Básico,2024-01-10,Tradicional
1679,53.0,13153.71,4198.84,8.1,520.15,9.2,27.9,Aplicativo,Norte,Básico,2025-10-31,Alto valor
1680,45.0,10218.28,1076.95,7.0,153.22,10.5,30.1,Aplicativo,Sul,Básico,2026-05-02,Tradicional
1681,42.0,2764.07,326.99,4.4,74.11,9.5,40.1,Loja física,Centro-Oeste,Premium,2023-09-09,Tradicional
1682,51.0,15752.02,5024.39,9.4,534.98,8.3,43.4,Aplicativo,Nordeste,Básico,2026-03-10,Alto valor
1683,44.0,12883.24,936.57,5.4,172.85,3.5,28.9,Aplicativo,Nordeste,Premium,2025-04-12,Tradicional
1684,24.0,3783.75,1255.53,12.5,100.6,7.0,37.6,Aplicativo,Sudeste,Básico,2023-11-11,Jovem digital
1685,26.0,4014.82,1491.88,9.9,151.0,5.9,31.2,Loja física,Sudeste,Premium,2025-07-27,Jovem digital
1686,30.0,5822.46,1741.56,10.2,171.2,7.1,33.6,Site,Sudeste,Premium,2025-08-30,Jovem digital
1687,33.0,4285.71,584.05,2.8,207.47,10.9,23.0,Aplicativo,Nordeste,Premium,2023-04-05,Tradicional
1688,54.0,5425.77,665.92,4.1,160.77,7.0,19.5,Site,Centro-Oeste,Básico,2022-05-31,Tradicional
1689,49.0,5632.28,469.4,4.0,116.19,1.7,10.3,Aplicativo,Sudeste,Básico,2025-07-29,Tradicional
1690,24.0,5840.25,1384.23,11.2,123.29,3.0,34.3,Marketplace,Sudeste,Básico,2022-05-19,Jovem digital
1691,58.0,12438.32,4689.76,10.8,432.64,10.5,38.8,Aplicativo,Nordeste,Premium,2025-07-25,Alto valor
1692,49.0,9286.06,3950.87,12.6,314.08,8.5,46.5,Site,Sudeste,Básico,2023-08-19,Alto valor
1693,25.0,5489.3,1906.67,12.8,149.48,2.7,50.5,Site,Sudeste,Premium,2025-03-21,Jovem digital
1694,39.0,7151.66,862.23,2.9,300.91,3.9,1.1,Site,Sudeste,Premium,2024-10-16,Tradicional
1695,44.0,7071.73,776.91,4.7,164.02,6.9,25.3,Marketplace,Sul,Básico,2022-03-06,Tradicional
1696,37.0,8239.43,918.63,7.7,119.59,4.1,39.0,Aplicativo,Sul,Premium,2022-01-16,Tradicional
1697,30.0,4740.28,1109.69,11.0,100.7,7.3,40.3,Loja física,Centro-Oeste,Premium,2024-11-18,Jovem digital
1698,40.0,11683.01,3795.48,3.7,1019.75,6.3,14.5,Site,Sudeste,Básico,2024-05-11,Alto valor
1699,52.0,14856.87,2805.94,3.6,775.22,7.2,26.9,Loja física,Sudeste,Premium,2022-03-14,Alto valor
1700,44.0,11739.38,1189.56,3.7,317.86,6.0,10.6,Site,Nordeste,VIP,2026-06-20,Tradicional
1701,46.0,15267.51,4281.68,10.4,410.54,8.6,41.4,Aplicativo,Norte,Básico,2023-02-03,Alto valor
1702,44.0,23613.84,5923.14,8.1,732.05,7.9,25.4,Aplicativo,Sudeste,Básico,2025-12-06,Alto valor
1703,24.0,6227.37,1703.31,11.7,145.78,5.8,27.0,Aplicativo,Centro-Oeste,Premium,2022-07-15,Jovem digital
1704,45.0,5585.42,672.4,5.0,134.56,8.3,23.8,Marketplace,Nordeste,Básico,2023-01-24,Tradicional
1705,52.0,6115.86,357.86,2.3,155.17,8.5,7.1,Loja física,Centro-Oeste,Premium,2024-06-03,Tradicional
1706,37.0,18279.88,4503.69,5.7,790.54,4.6,22.5,Aplicativo,Sudeste,Premium,2024-06-01,Alto valor
1707,28.0,4124.59,1501.03,12.1,124.09,4.1,50.2,Site,Sudeste,Premium,2024-10-06,Jovem digital
1708,22.0,5898.6,1099.11,5.8,190.65,4.3,37.3,Loja física,Sudeste,Básico,2022-10-14,Tradicional
1709,61.0,9697.25,2552.9,7.3,349.69,14.5,40.1,Site,Nordeste,Básico,2023-03-18,Alto valor
1710,35.0,5577.19,1604.69,11.9,135.11,3.5,48.0,Site,Centro-Oeste,Premium,2023-03-17,Jovem digital
1711,59.0,22102.14,5655.6,10.3,548.23,8.6,44.4,Loja física,Sudeste,Básico,2024-01-07,Alto valor
1712,25.0,5206.35,1572.17,13.0,120.56,5.8,43.0,Aplicativo,Sudeste,Básico,2026-03-24,Jovem digital
1713,47.0,21557.21,5142.46,11.3,453.95,7.4,27.5,Site,Sudeste,Básico,2024-02-13,Alto valor
1714,47.0,16782.7,4269.39,9.0,475.79,10.6,52.7,Aplicativo,Sul,Básico,2026-07-27,Alto valor
1715,36.0,4726.91,1916.46,12.3,155.45,6.2,36.0,Aplicativo,Centro-Oeste,Básico,2023-02-25,Jovem digital
1716,40.0,6329.83,660.6,2.7,240.74,6.8,27.5,Loja física,Sudeste,Básico,2023-02-10,Tradicional
1717,20.0,5178.33,1486.56,12.0,123.37,6.7,48.5,Loja física,Nordeste,Premium,2022-06-18,Jovem digital
1718,43.0,8168.15,839.0,3.0,283.87,11.8,15.3,Marketplace,Sul,Premium,2022-12-21,Tradicional
1719,50.0,3808.06,408.59,6.2,65.55,11.7,35.2,Aplicativo,Centro-Oeste,VIP,2023-06-06,Tradicional
1720,48.0,10337.37,3224.77,10.9,296.87,8.0,59.2,Loja física,Nordeste,Premium,2023-10-04,Alto valor
1721,19.0,4359.79,1015.54,10.0,101.9,4.6,47.7,Marketplace,Sudeste,Básico,2025-04-08,Jovem digital
1722,30.0,2404.8,962.45,8.4,114.45,6.2,28.5,Site,Nordeste,Básico,2024-01-16,Jovem digital
1723,50.0,9587.33,1034.04,7.0,148.04,8.9,25.9,Marketplace,Centro-Oeste,Premium,2025-02-21,Tradicional
1724,25.0,7308.65,1188.17,7.6,155.38,3.5,27.9,Marketplace,Centro-Oeste,Básico,2022-05-30,Tradicional
1725,48.0,4549.2,1000.74,4.1,246.83,10.4,23.3,Loja física,Sul,Básico,2026-05-03,Tradicional
1726,20.0,3045.57,1366.96,13.4,102.34,5.4,56.1,Marketplace,Sudeste,Básico,2022-09-04,Jovem digital
